,ENER,GRMS,DELTA,BOND,ANGL,UREY,DIHE,IMPR,VDW,ELEC,HBON,USER,HARM,CDIH,CIC,CDRO,NOE,SBOU,IMNB,IMEL,IMHB,EWKS,EWSE,EXTE,RXNF,ST2,IMST,TSM,QMEL,QMVD,ASP,EHAR,GEO,MDIP,PINT,PRMS,PANG,SSBP,BK4D,SHEL,RESD,SHAP,STRB,OOPL,PULL,POLA,DMC,RGY,EWEX,EWQC,EWUT,PBEL,PBNP,MBDE,STRS,BNDB,BNDT,EBST,MBST,BBT,SST,GBEN,HMCM,$\theta_1$,$\theta_2$,$r$,NBOND
75,35.983042971951875,0.5755830649602178,0.05360755183841093,0.2541893642210381,1.2906165277906003,0.21117104351210683,-0.5944639705586691,0.0005405952922741101,-0.2192361379096264,35.04022554960415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.491036599823866,60.277894095405216,8.010000000000003,34.820989411694526
79,35.84501777839351,0.5755830649602178,0.19163274539677388,0.27523245289467047,1.2824757160468458,0.2114094161551243,-0.5873596923498202,0.0004341043284396695,-0.19688301266941344,34.859708793987664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.360308977688323,60.54585863571411,8.010000000000005,34.662825781318254
85,35.79115546509665,0.5755830649602178,0.24549505869363486,0.2423459307311317,1.4007856366385854,0.22982675202731973,-0.591306000854369,0.00047594241308658873,-0.33193684040941135,34.840964044550304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.36243288037286,62.545869806804276,8.010000000000005,34.50902720414089
89,36.029355987828254,0.5755830649602178,0.0072945359620320005,0.290754733704136,1.3868627102308706,0.2319402176268206,-0.5397884730414867,0.006615119726654394,-0.1734508306908239,34.82642251027208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.3073501116536,60.70983569556045,8.010000000000003,34.652971679581256
101,35.89992129479506,0.5755830649602178,0.13672922899522888,0.25549424917353236,1.2785017228095124,0.22056719054295507,-0.5806088735912726,0.0007780229389403373,-0.18921323806595872,34.91440222098735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.83079997787735,62.24899753608198,8.005,34.72518898292139
102,35.96919228758456,0.5755830649602178,0.06745823620572367,0.2602277787394688,1.47752060716643,0.24122452452165144,-0.5311335993655011,0.0030463740248365873,-0.2291082498085804,34.74741485230626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.654170013850873,61.78755472831371,8.004999999999999,34.518306602497674
111,35.90257454362359,0.5755830649602178,0.13407598016669908,0.2578451542683075,1.2859492005554032,0.21010199953806916,-0.541611301796142,0.003974469809263042,-0.21877277110865628,34.90508779235734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.37360053448245,61.60227452628172,8.000000000000002,34.68631502124869
116,35.91702464571708,0.5755830649602178,0.11962587807320801,0.24494994363613795,1.3923067916543819,0.2322674875504436,-0.5223818619162365,0.0017097057079863128,-0.22272031468373166,34.790892893768095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.83412501355886,62.247520432024615,8.000000000000004,34.56817257908436
117,35.8677987249944,0.5755830649602178,0.16885179879588463,0.2624874497427104,1.2912630881590714,0.21492859428785213,-0.572633610405375,0.0014808857468171922,-0.23712388158817632,34.907396199051504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.651569330868647,61.78580784602496,8.0,34.67027231746333
123,35.83720262604861,0.5755830649602178,0.1994478977416776,0.2552468833926213,1.3714755751859864,0.21292572141260535,-0.5879412216263677,0.00026317626219437667,-0.2738526145761368,34.85908510599771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.067801543099044,60.15905933226234,7.995000000000003,34.58523249142157
128,35.729557648960835,0.5755830649602178,0.3070928748294506,0.25489918215887164,1.2834828286154447,0.2105607282582048,-0.5480990637766731,0.00045212059479989356,-0.26242953289886933,34.79069138600906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.4539872706339,62.46229201599115,7.995000000000003,34.52826185311019
130,35.85235314346854,0.5755830649602178,0.1842973803217447,0.2677016730219536,1.3483769929267542,0.22059271335480676,-0.5424484327885719,0.0010318602949998161,-0.23828442964255542,34.79538276630115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.37417358637416,62.54194316808358,7.995000000000003,34.5570983366586
131,36.57188712376318,0.5755830649602178,-0.5352365999728974,0.29430198714417904,1.3221559962275373,0.2249765246834442,-0.15528005184647523,0.03425852878770037,-0.05328845800930113,34.904762596776095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.83745551515705,62.24604155178993,7.995000000000006,34.8514741387668
132,35.84522726690821,0.5755830649602178,0.19142325688207507,0.25044436015794286,1.3398238880256463,0.2179495143078689,-0.594125620390333,0.00021100539579455886,-0.23937734693669044,34.87030146634798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.648964367981478,61.78405887491878,7.995000000000003,34.63092411941129
134,36.02149497415569,0.5755830649602178,0.015155549634599197,0.2783455216397823,1.0147359298711915,0.1811499779517729,-0.5718027911363812,0.0020951084492888215,-0.07513681905812027,35.19210804643815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.30994384354454,60.70267182869175,7.995000000000003,35.11697122738003
137,36.24704628391152,0.5755830649602178,-0.21039576012123717,0.301571602311928,1.206233625085601,0.21135158414161598,-0.5634615357432686,0.0028775921052114337,-0.14357945790170232,35.23205287391214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.938150707379846,59.97066669873568,7.990000000000004,35.08847341601044
138,35.99846390927548,0.5755830649602178,0.03818661451480665,0.29476424747908153,1.3080901446193651,0.2039672846489362,-0.5606219711332756,0.0007331212261184772,-0.1779995101762797,34.929530592611535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.065200372879556,60.15630776735393,7.990000000000002,34.75153108243526
139,35.87113990893856,0.5755830649602178,0.16551061485172625,0.2166229989922517,1.2856843927532575,0.20125736540490946,-0.5681871444940441,0.0013670553703900303,-0.21106945170256475,34.94546469261436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.347015674663798,60.53573173061269,7.990000000000004,34.734395240911795
142,35.7027643414291,0.5755830649602178,0.3338861823611836,0.25461701694209,1.2985464745707536,0.22085920662412545,-0.5733122329432097,0.0010655045300231748,-0.28088077465866024,34.78186914636398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.26872374757042,62.09972793444506,7.9900000000000055,34.50098837170532
144,35.76883845655383,0.5755830649602178,0.2678120672364557,0.2469438887975225,1.311475536074175,0.2254318919893961,-0.5829136346191923,0.005029012126402947,-0.28062786099522835,34.843499623180755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.806159542099074,62.617340547985044,7.9900000000000055,34.56287176218552
148,35.93063670623609,0.5755830649602178,0.10601381755419226,0.205352147676083,1.3328932815529144,0.21705928516704293,-0.5715406743272929,0.004385364521849174,-0.2166698557848014,34.9591571574303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.6394780268626,61.23581900094512,7.990000000000004,34.7424873016455
149,36.006955766276235,0.5755830649602178,0.029694757514050707,0.2785793962399726,1.1636914899495057,0.2148517331279777,-0.5221748765550862,0.011554989659983918,-0.21257858371395202,35.073031617567835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.31081124739873,60.7002781610978,7.990000000000004,34.86045303385389
150,35.983042971951875,0.5755830649602178,0.05360755183841093,0.2541893642210381,1.2906165277906003,0.21117104351210683,-0.5944639705586691,0.0005405952922741101,-0.2192361379096264,35.04022554960415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.491036599823866,60.277894095405216,8.010000000000003,34.820989411694526
153,35.60822994197553,0.5755830649602178,0.4284205818147555,0.25526399709735614,1.340027227253797,0.21537302934256708,-0.5125550584502084,0.0010704932880804426,-0.30156648577058603,34.61061673921452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.37585394188727,60.9617021969131,8.010000000000002,34.309050253443935
154,35.788258704661494,0.5755830649602178,0.24839181912879127,0.26399571302152175,1.2577202764667874,0.20855234427493086,-0.5907247087872026,0.0008733101255142201,-0.2806485153948412,34.92849028495478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.82554856917497,61.002888288529036,8.010000000000003,34.64784176955994
157,35.916107478513844,0.5755830649602178,0.12054304527644177,0.24684020785772656,1.5164590792783879,0.2384694660962948,-0.570764507034303,0.0007189124609601021,-0.3406047521425814,34.82498907199736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.744624996295588,60.480195423734955,8.010000000000003,34.484384319854776
164,36.01997244975789,0.5755830649602178,0.016678074032398627,0.2677579939640695,1.209858013076321,0.20687192090463796,-0.5919889963019072,0.00034623457471384005,-0.23212907609210734,35.15925635963216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.69971901895835,59.98634322373523,8.010000000000003,34.92712728354005
166,35.87537427386363,0.5755830649602178,0.161276249926658,0.2604960559799757,1.3212188807933978,0.20827953516941797,-0.593713109240568,0.0006361769579551194,-0.2695396484514283,34.94799638265488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.221491604728335,60.56581554591798,8.005,34.67845673420345
170,35.95032086767096,0.5755830649602178,0.0863296561193252,0.38730501592382444,1.6940305762556804,0.3163063147327086,-0.585047822218843,0.001320735616228902,-0.5227172523963813,34.659123299757745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.55491024650031,60.923744272843756,8.005,34.13640604736136
171,35.87465953939289,0.5755830649602178,0.16199098439739856,0.25757159222771725,1.3832299477659615,0.21823157411553173,-0.5826605447843045,0.0012034827073490791,-0.31678931962071105,34.913872806981345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.10830532405099,60.73994431731572,8.005,34.597083487360635
174,35.806900867075214,0.5755830649602178,0.22974965671507164,0.25264026579977383,1.3314122751447455,0.21841043485552092,-0.5903362188261504,0.000698702167713636,-0.35389236351895226,34.94796777145256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.3743107011724,59.897212525157634,8.004999999999999,34.59407540793361
177,35.92218664201122,0.5755830649602178,0.11446388177906641,0.2783570193546419,1.3319293013929738,0.23702073513822364,-0.586212568035292,0.0007368598864492829,-0.27588714585612834,34.93624244013035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.27407123718785,59.59650163480959,8.004999999999997,34.66035529427422
181,35.9669244445711,0.5755830649602178,0.06972607921918694,0.24673194735584245,1.171564885169066,0.19132511800737895,-0.49720401475675813,0.0038109508229088227,-0.1695921983901823,35.02028775636284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.22154489477282,60.56334823470193,8.000000000000002,34.85069555797266
183,35.58659190769384,0.5755830649602178,0.4500586160964488,0.26367949264434987,1.3351798318878296,0.21254695915458272,-0.5914679456994555,0.00022369121452160722,-0.3401704166250831,34.70660029511709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.37548936685248,60.95724244072741,8.000000000000002,34.366429878492006
186,35.833480370643606,0.5755830649602178,0.2031701531466794,0.2538505929181334,1.3415016060149076,0.2127524209533341,-0.5963848338225812,0.00012935776229767429,-0.2863630602715497,34.90799428708907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.10756414487613,60.737567690335794,8.0,34.62163122681752
187,35.892230821794044,0.5755830649602178,0.14441970199624166,0.25327112893632225,1.3362538637307506,0.21364260241941316,-0.5819490567965461,0.001021347275112107,-0.26891802952230676,34.938908965751295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.741598514121712,60.47511443455686,8.0,34.66999093622899
189,35.89539559526679,0.5755830649602178,0.14125492852349453,0.27314492577573685,1.3666950481531612,0.2150935989374097,-0.5843355877081848,0.0008622076314824745,-0.2634543536302585,34.887389756107446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.3749737177113,59.89429988657465,8.0,34.62393540247719
191,35.86203863258247,0.5755830649602178,0.1746118912078174,0.2629799521017236,1.383090400157004,0.22435441015407284,-0.5880602158714342,0.0008756161305041716,-0.2968714916512373,34.87566996156183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.68991201986421,59.57175675923888,8.0,34.578798469910595
202,35.891237067363235,0.5755830649602178,0.1454134564270504,0.26796493498251045,1.2992374104599123,0.21240129815336992,-0.5750462058790824,0.0020180564341065322,-0.2566935521752491,34.941355125387666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.740082919548545,60.47256935332998,7.995000000000003,34.684661573212416
203,36.020149152093836,0.5755830649602178,0.016501371696449496,0.28059647517223074,1.2900115859873595,0.2093133678654649,-0.5027625986278567,0.0018289573312360984,-0.2142939917329915,34.95545535609839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.3261155791151,60.174127845874,7.9950000000000045,34.7411613643654
